asset_id,department,section_from,section_to,km_start,km_end,mast_start,mast_end,line,contact_wire_diameter_mm,wire_wear_percentage,wire_status,catenary_wire_condition,atd_position_mm,atd_status,ambient_temperature_c,wire_height_at_support_mm,stagger_mm,insulator_condition,pantograph_spark_count_30d,mast_foundation_status,power_block_required,tower_wagon_required,days_since_last_maintenance,ground_truth_failure,ground_truth_rul_days
OHE-0234,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,104.61,105.39,104/2,104/30,UP,12.12,3.0,GOOD,WORN,556.0,NORMAL,23.8,5583,19,CLEAN,1,STABLE,True,False,11,0,363
OHE-0235,TRACTION_DISTRIBUTION_OHE,TDL,FZD,221.08,221.74,221/6,221/16,UP,9.8,61.2,WORN,GOOD,511.3,NORMAL,36.0,5613,-114,CLEAN,1,STABLE,True,False,309,0,261
OHE-0236,TRACTION_DISTRIBUTION_OHE,ETW,PHD,331.5,332.44,331/10,331/24,DN,9.5,68.7,CRITICAL,GOOD,590.0,NORMAL,32.7,5477,-44,FLASHOVER_RISK,15,STABLE,True,True,171,1,20
OHE-0237,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,185.41,186.23,185/5,185/18,UP,10.58,41.6,WORN,GOOD,386.0,NORMAL,15.6,5524,34,CLEAN,1,STABLE,True,False,135,0,287
OHE-0238,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,145.5,146.38,145/10,145/25,DN,8.86,84.7,CRITICAL,WORN,646.6,NORMAL,43.7,5645,-6,CLEAN,26,STABLE,True,True,285,1,20
OHE-0239,TRACTION_DISTRIBUTION_OHE,DER,KRJ,39.08,40.27,39/7,39/22,UP,10.78,36.6,GOOD,GOOD,703.9,NORMAL,39.1,5509,75,CLEAN,2,STABLE,True,False,200,0,334
OHE-0240,TRACTION_DISTRIBUTION_OHE,TDL,FZD,224.27,225.0,224/10,224/24,DN,9.48,69.2,CRITICAL,WORN,610.5,NORMAL,31.9,5592,-11,CLEAN,24,STABLE,True,True,162,1,22
OHE-0241,TRACTION_DISTRIBUTION_OHE,DER,KRJ,50.19,51.11,50/5,50/31,DN,8.31,98.5,CONDEMN_RENEW,WORN,478.3,NORMAL,19.6,5467,-121,CLEAN,34,STABLE,True,True,272,1,12
OHE-0242,TRACTION_DISTRIBUTION_OHE,GZB,DER,29.51,30.69,29/6,29/17,DN,8.0,100.0,CONDEMN_RENEW,CRITICAL,374.4,NORMAL,16.0,5473,77,FLASHOVER_RISK,9,STABLE,True,True,346,1,9
OHE-0243,TRACTION_DISTRIBUTION_OHE,ETW,PHD,308.49,309.87,308/10,308/26,UP,11.91,8.3,GOOD,GOOD,480.9,NORMAL,37.3,5636,-58,POLLUTED,4,STABLE,True,False,33,0,321
OHE-0244,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,91.59,92.71,91/1,91/31,UP,8.0,100.0,CONDEMN_RENEW,WORN,608.2,NORMAL,35.9,5595,25,CLEAN,7,SETTLEMENT,True,True,361,1,19
OHE-0245,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,207.5,208.93,207/9,207/27,UP,9.26,74.7,CRITICAL,WORN,384.0,NORMAL,20.3,5544,-12,CLEAN,31,STABLE,True,True,312,1,20
OHE-0246,TRACTION_DISTRIBUTION_OHE,GZB,DER,33.19,33.85,33/10,33/26,DN,8.92,83.2,CRITICAL,WORN,378.8,NORMAL,20.2,5479,14,CLEAN,11,STABLE,True,True,351,0,197
OHE-0247,TRACTION_DISTRIBUTION_OHE,PHD,CNB,411.21,412.55,411/8,411/27,UP,8.77,87.0,CONDEMN_RENEW,WORN,390.6,NORMAL,18.5,5663,105,CLEAN,7,STABLE,True,True,352,1,19
OHE-0248,TRACTION_DISTRIBUTION_OHE,TDL,FZD,214.28,215.33,214/11,214/31,UP,10.39,46.4,WORN,GOOD,457.0,NORMAL,17.5,5584,-59,CLEAN,4,STABLE,True,False,13,0,306
OHE-0249,TRACTION_DISTRIBUTION_OHE,ETW,PHD,309.53,310.41,309/6,309/21,UP,10.63,40.4,WORN,WORN,577.0,NORMAL,30.5,5445,65,CLEAN,2,STABLE,True,False,196,0,278
OHE-0250,TRACTION_DISTRIBUTION_OHE,ETW,PHD,321.15,321.96,321/14,321/22,UP,9.36,72.2,CRITICAL,GOOD,523.8,NORMAL,25.0,5520,36,CLEAN,17,STABLE,True,True,187,1,22
OHE-0251,TRACTION_DISTRIBUTION_OHE,TDL,FZD,224.01,225.29,224/3,224/30,UP,12.24,0.0,GOOD,GOOD,664.6,NORMAL,40.2,5522,-108,CLEAN,4,STABLE,True,False,14,0,362
OHE-0252,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,2.67,3.75,2/7,2/28,DN,10.34,47.6,WORN,GOOD,554.0,NORMAL,19.3,5564,-111,CLEAN,2,STABLE,True,False,59,0,299
OHE-0253,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,170.61,171.54,170/15,170/27,UP,10.63,40.4,WORN,GOOD,583.0,NORMAL,33.6,5454,21,CLEAN,2,TILTING,True,False,133,0,192
OHE-0254,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,19.53,20.51,19/10,19/25,UP,8.72,88.2,CONDEMN_RENEW,WORN,455.3,NORMAL,17.6,5543,62,CLEAN,24,STABLE,True,True,133,1,14
OHE-0255,TRACTION_DISTRIBUTION_OHE,GZB,DER,29.15,29.82,29/13,29/17,DN,11.15,27.3,GOOD,GOOD,675.7,NORMAL,39.9,5518,-3,CLEAN,1,STABLE,True,False,86,0,351
OHE-0256,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,170.54,171.82,170/12,170/25,UP,8.88,84.2,CRITICAL,WORN,515.1,NORMAL,26.2,5523,46,CLEAN,31,SETTLEMENT,True,True,250,1,21
OHE-0257,TRACTION_DISTRIBUTION_OHE,PHD,CNB,376.77,377.79,376/12,376/21,DN,11.27,24.3,GOOD,GOOD,455.1,NORMAL,35.0,5491,39,CLEAN,3,STABLE,True,False,107,0,348
OHE-0258,TRACTION_DISTRIBUTION_OHE,FZD,ETW,232.1,233.23,232/9,232/30,UP,11.23,25.3,GOOD,WORN,468.5,NORMAL,29.3,5515,33,CLEAN,3,STABLE,True,False,66,0,354
OHE-0259,TRACTION_DISTRIBUTION_OHE,PHD,CNB,388.78,389.98,388/15,388/25,DN,9.3,73.7,CRITICAL,GOOD,508.6,NORMAL,33.3,5519,111,CLEAN,9,STABLE,True,True,277,0,208
OHE-0260,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,170.15,171.35,170/9,170/28,UP,9.82,60.7,WORN,GOOD,369.8,NORMAL,20.2,5567,28,CLEAN,0,STABLE,True,False,167,0,282
OHE-0261,TRACTION_DISTRIBUTION_OHE,ETW,PHD,337.87,338.91,337/15,337/26,DN,8.72,88.2,CONDEMN_RENEW,WORN,449.7,NORMAL,15.9,5528,-8,CLEAN,5,STABLE,True,True,320,1,19
OHE-0262,TRACTION_DISTRIBUTION_OHE,PHD,CNB,434.16,435.28,434/4,434/30,UP,9.56,67.2,CRITICAL,GOOD,499.1,NORMAL,34.2,5571,-216,CLEAN,20,STABLE,True,True,278,1,20
OHE-0263,TRACTION_DISTRIBUTION_OHE,TDL,FZD,218.71,219.51,218/5,218/26,DN,12.24,0.0,GOOD,GOOD,506.7,NORMAL,28.4,5488,-37,CLEAN,2,STABLE,True,False,69,0,354
OHE-0264,TRACTION_DISTRIBUTION_OHE,FZD,ETW,292.8,294.04,292/9,292/26,UP,10.41,45.9,WORN,GOOD,552.5,NORMAL,16.0,5556,50,CLEAN,2,STABLE,True,False,139,0,286
OHE-0265,TRACTION_DISTRIBUTION_OHE,FZD,ETW,227.42,227.99,227/2,227/21,UP,10.08,54.1,WORN,GOOD,645.8,NORMAL,43.5,5586,169,CLEAN,3,STABLE,True,False,162,0,283
OHE-0266,TRACTION_DISTRIBUTION_OHE,PHD,CNB,378.61,379.43,378/6,378/26,UP,10.81,35.8,GOOD,GOOD,391.1,NORMAL,23.9,5585,59,CLEAN,3,SETTLEMENT,True,False,82,0,352
OHE-0267,TRACTION_DISTRIBUTION_OHE,PHD,CNB,364.61,365.78,364/3,364/28,DN,9.12,78.2,CRITICAL,CRITICAL,614.3,NORMAL,39.3,5612,79,CLEAN,18,STABLE,True,True,210,1,21
OHE-0268,TRACTION_DISTRIBUTION_OHE,TDL,FZD,217.46,218.2,217/11,217/28,UP,9.83,60.4,WORN,GOOD,468.2,NORMAL,35.8,5521,-63,POLLUTED,4,STABLE,True,False,346,0,217
OHE-0269,TRACTION_DISTRIBUTION_OHE,TDL,FZD,216.02,216.64,216/12,216/31,UP,9.42,70.7,CRITICAL,GOOD,557.2,NORMAL,40.7,5447,-94,POLLUTED,29,STABLE,True,True,318,1,15
OHE-0270,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,15.3,16.56,15/9,15/20,UP,12.24,0.0,GOOD,GOOD,707.2,NORMAL,36.4,5603,-18,CLEAN,2,STABLE,True,False,19,0,362
OHE-0271,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,87.62,88.77,87/10,87/16,DN,9.54,67.7,CRITICAL,GOOD,458.2,NORMAL,19.0,5520,-42,CLEAN,16,SETTLEMENT,True,True,303,1,20
OHE-0272,TRACTION_DISTRIBUTION_OHE,TDL,FZD,224.54,225.67,224/12,224/27,UP,11.94,7.5,GOOD,GOOD,626.7,NORMAL,43.4,5574,79,POLLUTED,4,SETTLEMENT,True,False,67,0,316
OHE-0273,TRACTION_DISTRIBUTION_OHE,ETW,PHD,353.44,354.67,353/15,353/24,DN,8.4,96.2,CONDEMN_RENEW,WORN,751.6,NORMAL,43.5,5611,-61,CLEAN,21,STABLE,True,True,334,1,11
OHE-0274,TRACTION_DISTRIBUTION_OHE,PHD,CNB,381.8,382.46,381/13,381/25,UP,10.01,55.9,WORN,GOOD,523.2,NORMAL,30.5,5579,38,CLEAN,2,STABLE,True,False,209,0,276
OHE-0275,TRACTION_DISTRIBUTION_OHE,PHD,CNB,383.22,384.32,383/8,383/21,UP,10.08,54.1,WORN,GOOD,533.4,NORMAL,28.5,5534,-13,CLEAN,3,STABLE,True,False,180,0,280
OHE-0276,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,0.2,0.99,0/12,0/20,UP,9.83,60.4,WORN,GOOD,438.5,NORMAL,22.8,5562,155,CLEAN,0,STABLE,True,False,241,0,271
OHE-0277,TRACTION_DISTRIBUTION_OHE,DER,KRJ,48.95,49.46,48/9,48/17,UP,10.23,50.4,WORN,GOOD,671.9,NORMAL,44.5,5690,-103,CLEAN,2,STABLE,True,False,142,0,286
OHE-0278,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,161.54,162.13,161/7,161/32,DN,9.82,60.7,WORN,WORN,413.9,NORMAL,22.9,5641,15,CLEAN,4,STABLE,True,False,182,0,280
OHE-0279,TRACTION_DISTRIBUTION_OHE,ETW,PHD,352.12,353.57,352/8,352/19,DN,10.08,54.1,WORN,GOOD,429.1,NORMAL,15.1,5658,1,CLEAN,1,STABLE,True,False,352,0,254
OHE-0280,TRACTION_DISTRIBUTION_OHE,ETW,PHD,321.7,322.59,321/6,321/21,DN,9.82,60.7,WORN,GOOD,488.7,NORMAL,34.5,5552,-67,CLEAN,0,STABLE,True,False,361,0,253
OHE-0281,TRACTION_DISTRIBUTION_OHE,FZD,ETW,229.91,230.48,229/6,229/31,DN,9.1,78.7,CRITICAL,GOOD,617.4,NORMAL,26.2,5525,-40,CLEAN,16,STABLE,True,True,288,1,20
OHE-0282,TRACTION_DISTRIBUTION_OHE,DER,KRJ,67.16,68.19,67/7,67/18,UP,9.07,79.4,CRITICAL,WORN,395.8,NORMAL,19.0,5504,-141,CLEAN,23,STABLE,True,True,255,1,20
OHE-0283,TRACTION_DISTRIBUTION_OHE,FZD,ETW,260.83,262.14,260/6,260/24,DN,10.81,35.8,GOOD,GOOD,617.0,NORMAL,41.0,5536,-19,CLEAN,2,STABLE,True,False,126,0,345
OHE-0284,TRACTION_DISTRIBUTION_OHE,PHD,CNB,433.73,434.66,433/5,433/19,UP,9.12,78.2,CRITICAL,WORN,674.3,NORMAL,39.5,5566,-128,CLEAN,13,STABLE,True,True,315,0,203
OHE-0285,TRACTION_DISTRIBUTION_OHE,DER,KRJ,47.31,48.79,47/13,47/26,UP,8.0,100.0,CONDEMN_RENEW,WORN,674.4,NORMAL,39.7,5576,156,CLEAN,22,SETTLEMENT,True,True,241,1,13
OHE-0286,TRACTION_DISTRIBUTION_OHE,DER,KRJ,56.29,57.36,56/3,56/30,UP,8.36,97.2,CONDEMN_RENEW,CRITICAL,497.9,NORMAL,30.9,5550,69,CLEAN,21,STABLE,True,True,291,1,12
OHE-0287,TRACTION_DISTRIBUTION_OHE,ETW,PHD,347.89,348.49,347/10,347/32,UP,8.33,98.0,CONDEMN_RENEW,WORN,567.5,NORMAL,42.3,5600,-57,POLLUTED,29,STABLE,True,True,342,1,7
OHE-0288,TRACTION_DISTRIBUTION_OHE,DER,KRJ,38.62,39.59,38/14,38/24,UP,8.52,93.2,CONDEMN_RENEW,WORN,517.6,NORMAL,26.5,5544,-73,CLEAN,23,STABLE,True,True,335,1,11
OHE-0289,TRACTION_DISTRIBUTION_OHE,FZD,ETW,274.13,275.0,274/2,274/19,DN,10.27,49.4,WORN,GOOD,526.9,NORMAL,33.1,5516,-96,CLEAN,0,STABLE,True,False,146,0,285
OHE-0290,TRACTION_DISTRIBUTION_OHE,DER,KRJ,80.53,81.68,80/5,80/21,DN,10.74,37.6,GOOD,GOOD,423.6,NORMAL,19.2,5568,-30,CLEAN,0,SETTLEMENT,True,False,71,0,354
OHE-0291,TRACTION_DISTRIBUTION_OHE,FZD,ETW,262.79,263.77,262/13,262/24,DN,10.84,35.1,GOOD,GOOD,631.4,NORMAL,34.9,5521,-15,CLEAN,0,STABLE,True,False,351,0,311
OHE-0292,TRACTION_DISTRIBUTION_OHE,ETW,PHD,342.45,343.09,342/2,342/24,UP,9.85,59.9,WORN,WORN,669.5,NORMAL,38.1,5547,49,CLEAN,0,STABLE,True,False,190,0,279
OHE-0293,TRACTION_DISTRIBUTION_OHE,TDL,FZD,221.3,222.06,221/6,221/29,UP,9.65,64.9,WORN,GOOD,574.8,NORMAL,26.0,5525,-92,CLEAN,3,TILTING,True,False,162,0,188
OHE-0294,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,1.82,2.49,1/9,1/16,UP,9.87,59.4,WORN,GOOD,505.0,NORMAL,29.9,5590,70,CLEAN,4,STABLE,True,False,161,0,283
OHE-0295,TRACTION_DISTRIBUTION_OHE,PHD,CNB,408.54,409.46,408/11,408/18,UP,8.0,100.0,CONDEMN_RENEW,WORN,486.2,NORMAL,20.2,5593,46,CLEAN,21,STABLE,True,True,310,1,12
OHE-0296,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,175.57,177.02,175/8,175/27,UP,9.06,79.7,CRITICAL,GOOD,582.0,NORMAL,25.4,5507,-24,CLEAN,26,STABLE,True,True,254,1,20
OHE-0297,TRACTION_DISTRIBUTION_OHE,FZD,ETW,271.24,272.26,271/13,271/21,DN,9.98,56.6,WORN,WORN,484.4,NORMAL,28.9,5547,106,CLEAN,2,SETTLEMENT,True,False,289,0,264
OHE-0298,TRACTION_DISTRIBUTION_OHE,PHD,CNB,411.44,411.96,411/1,411/20,UP,8.53,93.0,CONDEMN_RENEW,GOOD,617.0,NORMAL,41.0,5634,12,CLEAN,9,STABLE,True,True,178,1,22
OHE-0299,TRACTION_DISTRIBUTION_OHE,DER,KRJ,40.33,41.21,40/7,40/25,UP,10.32,48.1,WORN,GOOD,428.2,NORMAL,18.2,5554,67,CLEAN,2,STABLE,True,False,205,0,276
OHE-0300,TRACTION_DISTRIBUTION_OHE,ETW,PHD,325.42,326.24,325/9,325/27,UP,9.52,68.2,CRITICAL,GOOD,452.5,NORMAL,31.8,5480,-29,CLEAN,34,STABLE,True,True,79,1,23
OHE-0301,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,94.31,95.66,94/14,94/27,UP,12.24,0.0,GOOD,GOOD,534.7,NORMAL,27.9,5526,33,POLLUTED,0,STABLE,True,False,35,0,321
OHE-0302,TRACTION_DISTRIBUTION_OHE,GZB,DER,25.85,26.74,25/8,25/29,DN,9.94,57.6,WORN,GOOD,642.7,NORMAL,42.0,5544,-18,CLEAN,2,STABLE,True,False,329,0,257
OHE-0303,TRACTION_DISTRIBUTION_OHE,PHD,CNB,430.1,431.6,430/4,430/25,DN,9.8,61.2,WORN,GOOD,540.3,NORMAL,27.4,5476,-24,CLEAN,3,SETTLEMENT,True,False,185,0,279
OHE-0304,TRACTION_DISTRIBUTION_OHE,ETW,PHD,304.78,306.05,304/3,304/16,DN,10.08,54.1,WORN,GOOD,400.8,NORMAL,16.0,5508,-163,CLEAN,0,STABLE,True,False,183,0,280
OHE-0305,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,15.47,16.3,15/8,15/17,DN,11.0,31.1,GOOD,WORN,522.6,NORMAL,25.4,5470,-56,CLEAN,0,STABLE,True,False,60,0,355
OHE-0306,TRACTION_DISTRIBUTION_OHE,DER,KRJ,63.17,64.17,63/1,63/19,DN,8.18,100.0,CONDEMN_RENEW,CRITICAL,735.8,NORMAL,40.1,5665,-84,CLEAN,12,STABLE,True,True,299,1,20
OHE-0307,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,84.19,85.01,84/2,84/22,UP,11.52,18.0,GOOD,GOOD,484.6,NORMAL,32.0,5511,16,CLEAN,2,STABLE,True,False,81,0,352
OHE-0308,TRACTION_DISTRIBUTION_OHE,FZD,ETW,229.09,230.17,229/13,229/18,DN,11.18,26.6,GOOD,GOOD,434.1,NORMAL,25.7,5595,30,CLEAN,1,STABLE,True,False,90,0,351
OHE-0309,TRACTION_DISTRIBUTION_OHE,DER,KRJ,42.16,43.01,42/4,42/25,UP,8.65,90.0,CONDEMN_RENEW,GOOD,426.3,NORMAL,30.3,5491,32,CLEAN,8,STABLE,True,True,260,1,20
OHE-0310,TRACTION_DISTRIBUTION_OHE,FZD,ETW,267.68,268.22,267/1,267/18,DN,8.0,100.0,CONDEMN_RENEW,CRITICAL,687.5,NORMAL,32.9,5475,-102,CLEAN,33,STABLE,True,True,276,1,12
OHE-0311,TRACTION_DISTRIBUTION_OHE,FZD,ETW,288.46,289.16,288/14,288/32,UP,12.24,0.0,GOOD,GOOD,566.5,NORMAL,33.5,5596,-48,FLASHOVER_RISK,18,STABLE,True,False,74,0,182
OHE-0312,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,95.84,96.81,95/2,95/24,UP,11.03,30.3,GOOD,WORN,568.6,NORMAL,29.6,5595,-109,CLEAN,3,STABLE,True,False,171,0,339
OHE-0313,TRACTION_DISTRIBUTION_OHE,TDL,FZD,215.0,215.67,215/14,215/25,UP,10.69,38.8,GOOD,GOOD,448.4,NORMAL,32.5,5510,84,POLLUTED,2,SETTLEMENT,True,False,62,0,317
OHE-0314,TRACTION_DISTRIBUTION_OHE,PHD,CNB,407.64,408.93,407/13,407/22,DN,9.47,69.4,CRITICAL,GOOD,553.1,NORMAL,27.0,5547,-39,CLEAN,30,TILTING,True,True,274,1,10
OHE-0315,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,20.96,22.42,20/13,20/22,DN,9.8,61.2,WORN,GOOD,539.4,NORMAL,39.9,5648,162,CLEAN,2,STABLE,True,False,165,0,282
OHE-0316,TRACTION_DISTRIBUTION_OHE,PHD,CNB,412.8,413.65,412/5,412/22,UP,9.29,73.9,CRITICAL,GOOD,475.6,NORMAL,20.8,5651,-39,CLEAN,6,STABLE,True,True,206,0,219
OHE-0317,TRACTION_DISTRIBUTION_OHE,FZD,ETW,231.6,232.57,231/4,231/31,DN,9.11,78.4,CRITICAL,WORN,335.2,NORMAL,19.0,5581,-33,CLEAN,20,STABLE,True,True,210,1,21
OHE-0318,TRACTION_DISTRIBUTION_OHE,DER,KRJ,57.06,57.98,57/10,57/20,DN,8.35,97.5,CONDEMN_RENEW,WORN,470.5,NORMAL,26.4,5564,24,CLEAN,18,STABLE,True,True,285,1,12
OHE-0319,TRACTION_DISTRIBUTION_OHE,GZB,DER,27.69,28.24,27/14,27/24,DN,8.89,84.0,CRITICAL,CRITICAL,500.4,NORMAL,38.5,5599,87,POLLUTED,20,STABLE,True,True,268,1,16
OHE-0320,TRACTION_DISTRIBUTION_OHE,ETW,PHD,302.66,303.51,302/9,302/20,DN,8.03,100.0,CONDEMN_RENEW,WORN,565.9,NORMAL,39.7,5553,107,CLEAN,26,STABLE,True,True,324,1,11
OHE-0321,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,91.28,92.39,91/4,91/29,UP,8.77,87.0,CONDEMN_RENEW,GOOD,442.9,NORMAL,17.8,5627,84,CLEAN,23,TILTING,True,True,180,1,4
OHE-0322,TRACTION_DISTRIBUTION_OHE,PHD,CNB,436.11,437.23,436/9,436/27,DN,9.16,77.2,CRITICAL,GOOD,419.3,NORMAL,26.2,5696,-18,CLEAN,27,STABLE,True,True,205,1,21
OHE-0323,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,135.57,136.09,135/5,135/32,UP,9.7,63.7,WORN,GOOD,686.8,NORMAL,37.6,5531,3,CLEAN,1,SETTLEMENT,True,False,197,0,278
OHE-0324,TRACTION_DISTRIBUTION_OHE,ETW,PHD,337.54,338.53,337/5,337/29,DN,9.44,70.2,CRITICAL,GOOD,688.7,NORMAL,32.1,5574,-17,CLEAN,12,STABLE,True,True,187,0,222
OHE-0325,TRACTION_DISTRIBUTION_OHE,FZD,ETW,258.01,259.38,258/10,258/19,DN,12.08,4.0,GOOD,GOOD,341.5,NORMAL,16.3,5625,-38,CLEAN,3,STABLE,True,False,25,0,361
OHE-0326,TRACTION_DISTRIBUTION_OHE,DER,KRJ,39.96,41.19,39/5,39/23,UP,10.64,40.1,WORN,GOOD,463.0,NORMAL,16.4,5553,-35,CLEAN,3,STABLE,True,False,67,0,297
OHE-0327,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,84.59,85.43,84/8,84/28,UP,9.59,66.4,CRITICAL,GOOD,512.7,NORMAL,27.6,5495,-211,CLEAN,18,STABLE,True,True,193,1,21
OHE-0328,TRACTION_DISTRIBUTION_OHE,FZD,ETW,227.32,227.85,227/6,227/23,UP,9.46,69.7,CRITICAL,GOOD,528.6,NORMAL,29.8,5488,-187,CLEAN,9,STABLE,True,True,251,0,212
OHE-0329,TRACTION_DISTRIBUTION_OHE,ETW,PHD,327.38,328.59,327/10,327/24,DN,8.45,95.0,CONDEMN_RENEW,WORN,377.9,NORMAL,21.6,5640,61,CLEAN,27,STABLE,True,True,326,1,11
OHE-0330,TRACTION_DISTRIBUTION_OHE,GZB,DER,34.98,36.0,34/3,34/17,DN,10.72,38.1,GOOD,GOOD,656.4,NORMAL,41.2,5644,100,CLEAN,2,STABLE,True,False,207,0,333
OHE-0331,TRACTION_DISTRIBUTION_OHE,PHD,CNB,395.83,397.0,395/3,395/24,UP,10.79,36.3,GOOD,GOOD,329.6,NORMAL,17.6,5571,114,POLLUTED,0,STABLE,True,False,85,0,314
OHE-0332,TRACTION_DISTRIBUTION_OHE,PHD,CNB,406.86,408.03,406/5,406/25,DN,10.94,32.6,GOOD,GOOD,456.6,NORMAL,23.6,5432,19,CLEAN,4,STABLE,True,False,119,0,346
OHE-0333,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,6.75,7.66,6/5,6/18,DN,8.49,94.0,CONDEMN_RENEW,GOOD,484.3,NORMAL,26.2,5569,25,CLEAN,23,STABLE,True,True,244,1,13
OHE-0334,TRACTION_DISTRIBUTION_OHE,PHD,CNB,361.46,362.7,361/2,361/17,DN,11.38,21.6,GOOD,GOOD,532.1,NORMAL,31.9,5485,-45,CLEAN,1,STABLE,True,False,17,0,362
OHE-0335,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,200.0,200.62,200/11,200/24,UP,9.3,73.7,CRITICAL,GOOD,580.6,NORMAL,43.5,5585,76,CLEAN,16,STABLE,True,True,244,1,21
OHE-0336,TRACTION_DISTRIBUTION_OHE,PHD,CNB,364.82,366.1,364/11,364/25,UP,12.24,0.0,GOOD,WORN,270.0,NORMAL,15.4,5475,-5,CLEAN,3,STABLE,True,False,11,0,363
OHE-0337,TRACTION_DISTRIBUTION_OHE,DER,KRJ,51.97,53.4,51/15,51/21,DN,8.96,82.2,CRITICAL,WORN,519.7,NORMAL,38.1,5502,-54,CLEAN,33,STABLE,True,True,238,1,21
OHE-0338,TRACTION_DISTRIBUTION_OHE,DER,KRJ,42.31,43.27,42/13,42/24,UP,9.13,77.9,CRITICAL,WORN,398.8,NORMAL,27.0,5546,-11,CLEAN,32,STABLE,True,True,335,1,19
OHE-0339,TRACTION_DISTRIBUTION_OHE,PHD,CNB,396.26,397.45,396/8,396/20,UP,9.33,72.9,CRITICAL,WORN,608.2,NORMAL,31.4,5582,0,CLEAN,9,STABLE,True,True,200,0,220
OHE-0340,TRACTION_DISTRIBUTION_OHE,TDL,FZD,221.87,223.01,221/1,221/25,DN,8.61,91.0,CONDEMN_RENEW,CRITICAL,499.3,NORMAL,20.8,5462,-48,CLEAN,34,STABLE,True,True,244,1,13
OHE-0341,TRACTION_DISTRIBUTION_OHE,TDL,FZD,210.66,211.56,210/15,210/22,DN,8.73,88.0,CONDEMN_RENEW,CRITICAL,456.1,NORMAL,34.5,5488,-5,CLEAN,17,STABLE,True,True,218,1,13
OHE-0342,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,202.31,203.2,202/15,202/32,DN,10.81,35.8,GOOD,GOOD,506.6,NORMAL,27.3,5501,105,POLLUTED,4,STABLE,True,False,171,0,301
OHE-0343,TRACTION_DISTRIBUTION_OHE,TDL,FZD,217.67,218.96,217/14,217/29,UP,8.0,100.0,CONDEMN_RENEW,GOOD,556.1,NORMAL,33.0,5655,-94,POLLUTED,29,STABLE,True,True,341,1,7
OHE-0344,TRACTION_DISTRIBUTION_OHE,PHD,CNB,388.23,388.85,388/5,388/18,UP,9.35,72.4,CRITICAL,GOOD,435.5,NORMAL,24.0,5644,38,CLEAN,18,STABLE,True,True,153,1,22
OHE-0345,TRACTION_DISTRIBUTION_OHE,DER,KRJ,73.56,74.94,73/1,73/17,UP,11.19,26.3,GOOD,GOOD,538.1,NORMAL,41.1,5534,-30,CLEAN,3,STABLE,True,False,146,0,342
OHE-0346,TRACTION_DISTRIBUTION_OHE,PHD,CNB,434.1,434.79,434/6,434/24,DN,9.53,67.9,CRITICAL,GOOD,448.5,NORMAL,17.1,5609,-67,CLEAN,35,STABLE,True,True,217,1,21
OHE-0347,TRACTION_DISTRIBUTION_OHE,GZB,DER,30.98,31.6,30/11,30/27,DN,11.12,28.1,GOOD,WORN,639.8,NORMAL,33.8,5457,53,CLEAN,1,STABLE,True,False,105,0,349
OHE-0348,TRACTION_DISTRIBUTION_OHE,FZD,ETW,227.05,228.55,227/13,227/27,UP,8.0,100.0,CONDEMN_RENEW,GOOD,561.6,NORMAL,41.9,5584,-154,CLEAN,31,STABLE,True,True,335,1,11
OHE-0349,TRACTION_DISTRIBUTION_OHE,GZB,DER,27.52,28.39,27/3,27/22,DN,11.04,30.1,GOOD,GOOD,556.0,NORMAL,25.5,5576,97,CLEAN,0,STABLE,True,False,89,0,351
OHE-0350,TRACTION_DISTRIBUTION_OHE,TDL,FZD,216.86,217.5,216/1,216/26,DN,9.39,71.4,CRITICAL,GOOD,535.3,NORMAL,31.1,5583,64,CLEAN,26,STABLE,True,True,331,1,19
