asset_id,department,asset_type,station,km_location,line,point_throw_time_sec,motor_peak_current_amps,insulation_resistance_megohm,total_stroke_cycles,track_circuit_voltage,track_circuit_ballast_resistance,relay_age_years,ei_error_count_30d,battery_health_percentage,last_failure_days_ago,health_index,priority_tier,disconnection_required,days_since_last_maintenance,ground_truth_failure,ground_truth_rul_days
SIG-0289,SIGNAL_AND_TELECOM,POINT_MACHINE,DER,37.45,UP,5.41,2.95,5.3,35525,0.0,5.0,9,0,74.9,356,37.69,HIGH,True,178,1,13
SIG-0290,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,DER,35.8,UP,0.0,0.0,15.0,0,5.19,6.69,11,0,89.8,306,94.55,LOW,False,109,0,345
SIG-0291,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,NDLS,0.0,UP,0.0,0.0,15.0,0,4.79,6.42,14,0,71.5,15,87.5,LOW,False,250,0,320
SIG-0292,SIGNAL_AND_TELECOM,EI_SYSTEM,ETW,302.33,YARD,0.0,0.0,15.0,0,0.0,5.0,1,13,71.8,391,35.0,HIGH,True,286,1,13
SIG-0293,SIGNAL_AND_TELECOM,EI_SYSTEM,FZD,226.72,DN,0.0,0.0,15.0,0,0.0,5.0,18,2,90.3,134,100.0,LOW,False,76,0,365
SIG-0294,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,356.58,UP,4.47,2.05,17.8,4134,0.0,5.0,11,0,93.1,350,87.07,LOW,False,203,0,318
SIG-0295,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,23.65,DN,0.0,0.0,15.0,0,4.18,3.93,8,0,72.8,462,98.75,LOW,False,25,0,360
SIG-0296,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,NDLS,0.6,YARD,0.0,0.0,15.0,0,4.59,2.7,9,0,93.4,211,92.75,LOW,False,145,0,338
SIG-0297,SIGNAL_AND_TELECOM,POINT_MACHINE,CNB,438.99,YARD,4.02,1.63,16.2,3506,0.0,5.0,20,0,73.9,331,99.7,LOW,False,208,0,363
SIG-0298,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,FZD,224.88,UP,0.0,0.0,15.0,0,2.47,5.55,13,0,97.8,172,49.35,HIGH,True,113,1,18
SIG-0299,SIGNAL_AND_TELECOM,AXLE_COUNTER,FZD,227.33,DN,0.0,0.0,15.0,0,0.0,5.0,10,0,97.3,329,45.0,HIGH,True,354,1,16
SIG-0300,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,224.78,YARD,5.8,2.73,12.3,30464,0.0,5.0,13,0,72.6,487,51.12,HIGH,True,98,1,18
SIG-0301,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,PHD,358.06,YARD,0.0,0.0,15.0,0,3.07,4.53,6,0,71.8,73,91.55,LOW,False,169,0,334
SIG-0302,SIGNAL_AND_TELECOM,POINT_MACHINE,GZB,25.81,UP,6.03,3.19,2.5,39747,0.0,5.0,18,0,88.8,10,14.79,CRITICAL,True,180,1,5
SIG-0303,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,225.78,UP,4.59,2.25,7.8,10923,0.0,5.0,17,0,82.2,186,73.96,MEDIUM,False,100,0,271
SIG-0304,SIGNAL_AND_TELECOM,POINT_MACHINE,ETW,302.04,YARD,5.41,1.94,13.8,15482,0.0,5.0,7,0,76.0,537,75.56,LOW,False,108,0,277
SIG-0305,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,TDL,209.4,DN,0.0,0.0,15.0,0,4.76,2.62,8,0,79.2,25,84.8,LOW,False,304,0,310
SIG-0306,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,ALJN,131.22,YARD,0.0,0.0,15.0,0,3.41,2.2,16,0,81.1,494,66.6,LOW,False,268,0,244
SIG-0307,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,FZD,226.17,UP,0.0,0.0,15.0,0,2.43,2.92,17,0,98.0,338,24.400000000000006,CRITICAL,True,212,1,9
SIG-0308,SIGNAL_AND_TELECOM,EI_SYSTEM,GZB,26.13,YARD,0.0,0.0,15.0,0,0.0,5.0,12,2,81.8,572,100.0,LOW,False,145,0,365
SIG-0309,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,209.78,UP,5.41,2.98,12.9,25235,0.0,5.0,15,0,78.4,255,51.09,HIGH,True,178,1,18
SIG-0310,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,209.06,UP,5.11,3.14,9.5,28214,0.0,5.0,3,0,89.5,280,50.32,HIGH,True,248,1,18
SIG-0311,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,ETW,301.7,YARD,0.0,0.0,15.0,0,4.97,3.58,5,0,96.8,168,85.8,LOW,False,284,0,313
SIG-0312,SIGNAL_AND_TELECOM,AXLE_COUNTER,KRJ,81.66,DN,0.0,0.0,15.0,0,0.0,5.0,12,0,73.8,691,45.0,HIGH,True,348,1,16
SIG-0313,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,208.04,DN,3.9,1.56,17.0,2879,0.0,5.0,7,0,76.0,204,100.0,LOW,False,191,0,365
SIG-0314,SIGNAL_AND_TELECOM,POINT_MACHINE,KRJ,82.61,YARD,4.31,1.84,11.2,8211,0.0,5.0,12,0,97.2,34,94.41,LOW,False,50,0,344
SIG-0315,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,355.64,UP,4.92,1.49,16.3,2667,0.0,5.0,5,0,98.4,250,86.2,LOW,False,247,0,315
SIG-0316,SIGNAL_AND_TELECOM,POINT_MACHINE,KRJ,83.84,YARD,5.44,2.92,7.0,32049,0.0,5.0,12,0,79.4,15,43.05,HIGH,True,32,1,15
SIG-0317,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,24.91,UP,0.0,0.0,15.0,0,6.28,5.53,4,0,80.8,685,88.45,LOW,False,231,0,323
SIG-0318,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,25.05,UP,0.0,0.0,15.0,0,5.23,3.27,3,0,86.5,154,99.3,LOW,False,14,0,362
SIG-0319,SIGNAL_AND_TELECOM,POINT_MACHINE,CNB,440.0,UP,5.49,2.95,4.9,36103,0.0,5.0,1,0,92.5,263,35.29,HIGH,True,194,1,13
SIG-0320,SIGNAL_AND_TELECOM,POINT_MACHINE,ETW,301.51,DN,5.38,2.35,9.4,17121,0.0,5.0,11,0,96.7,461,64.56,MEDIUM,True,344,0,237
SIG-0321,SIGNAL_AND_TELECOM,POINT_MACHINE,DER,35.86,UP,4.08,2.02,12.9,7302,0.0,5.0,7,0,92.3,78,93.62,LOW,False,220,0,342
SIG-0322,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,438.95,UP,0.0,0.0,15.0,0,3.44,6.82,18,0,95.4,145,71.6,LOW,False,168,0,262
SIG-0323,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,440.0,YARD,0.0,0.0,15.0,0,2.95,6.24,18,0,85.6,307,72.1,LOW,False,158,0,264
SIG-0324,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,24.73,UP,0.0,0.0,15.0,0,5.36,6.9,1,0,72.8,43,97.8,LOW,False,44,0,357
SIG-0325,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,358.26,UP,4.33,2.46,14.6,6121,0.0,5.0,8,0,77.2,578,79.52,LOW,False,107,0,291
SIG-0326,SIGNAL_AND_TELECOM,EI_SYSTEM,ALJN,130.43,DN,0.0,0.0,15.0,0,0.0,5.0,16,6,92.9,500,70.0,LOW,False,288,0,257
SIG-0327,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,PHD,356.04,DN,0.0,0.0,15.0,0,2.54,1.29,15,0,83.7,382,38.55,HIGH,True,329,1,14
SIG-0328,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,FZD,224.98,YARD,0.0,0.0,15.0,0,4.34,1.06,4,0,78.3,447,52.05,HIGH,True,59,1,18
SIG-0329,SIGNAL_AND_TELECOM,EI_SYSTEM,GZB,25.59,YARD,0.0,0.0,15.0,0,0.0,5.0,17,3,97.0,242,100.0,LOW,False,235,0,365
SIG-0330,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,1.43,UP,4.8,2.15,12.0,7552,0.0,5.0,11,0,94.2,652,79.76,LOW,False,321,0,292
SIG-0331,SIGNAL_AND_TELECOM,AXLE_COUNTER,FZD,227.17,DN,0.0,0.0,15.0,0,0.0,5.0,14,0,72.1,570,45.0,HIGH,True,324,1,16
SIG-0332,SIGNAL_AND_TELECOM,AXLE_COUNTER,GZB,24.51,YARD,0.0,0.0,15.0,0,0.0,5.0,1,0,75.5,583,80.0,LOW,False,148,0,293
SIG-0333,SIGNAL_AND_TELECOM,POINT_MACHINE,KRJ,81.92,UP,4.55,2.38,18.8,9122,0.0,5.0,18,0,93.6,646,78.1,LOW,False,247,0,286
SIG-0334,SIGNAL_AND_TELECOM,EI_SYSTEM,TDL,208.85,UP,0.0,0.0,15.0,0,0.0,5.0,8,9,74.2,303,35.0,HIGH,True,341,1,13
SIG-0335,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,439.69,YARD,0.0,0.0,15.0,0,4.22,4.74,17,0,73.5,132,68.2,LOW,False,236,0,250
SIG-0336,SIGNAL_AND_TELECOM,AXLE_COUNTER,ETW,301.54,UP,0.0,0.0,15.0,0,0.0,5.0,11,0,88.1,539,80.0,LOW,False,60,0,293
SIG-0337,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,439.69,UP,0.0,0.0,15.0,0,3.31,4.47,3,0,88.4,179,99.55,LOW,False,9,0,363
SIG-0338,SIGNAL_AND_TELECOM,POINT_MACHINE,DER,38.15,UP,4.79,1.75,21.6,3727,0.0,5.0,5,0,71.5,240,88.15,LOW,False,282,0,322
SIG-0339,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,DER,37.65,DN,0.0,0.0,15.0,0,1.83,4.17,20,0,94.4,370,23.450000000000003,CRITICAL,True,231,1,8
SIG-0340,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,TDL,208.64,UP,0.0,0.0,15.0,0,5.1,2.41,9,0,89.9,559,85.7,LOW,False,286,0,313
SIG-0341,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,PHD,355.87,UP,0.0,0.0,15.0,0,3.66,2.58,20,0,72.8,91,76.6,LOW,False,68,0,280
SIG-0342,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,DER,35.71,YARD,0.0,0.0,15.0,0,4.22,6.57,7,0,97.2,288,96.75,LOW,False,65,0,353
SIG-0343,SIGNAL_AND_TELECOM,POINT_MACHINE,CNB,439.1,YARD,4.15,2.31,15.2,10331,0.0,5.0,1,0,97.8,559,85.75,LOW,False,235,0,313
SIG-0344,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,FZD,225.6,DN,0.0,0.0,15.0,0,2.74,2.9,6,0,97.1,669,84.9,LOW,False,302,0,310
SIG-0345,SIGNAL_AND_TELECOM,POINT_MACHINE,DER,35.83,DN,5.84,3.49,2.3,37406,0.0,5.0,8,0,80.4,70,9.54,CRITICAL,True,44,1,4
SIG-0346,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,208.99,UP,4.35,2.23,22.4,2784,0.0,5.0,13,0,93.3,72,84.63,LOW,False,190,0,309
SIG-0347,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,KRJ,81.62,YARD,0.0,0.0,15.0,0,5.95,4.43,2,0,91.7,677,84.6,LOW,False,308,0,309
SIG-0348,SIGNAL_AND_TELECOM,AXLE_COUNTER,FZD,224.75,DN,0.0,0.0,15.0,0,0.0,5.0,12,0,88.5,572,80.0,LOW,False,54,0,293
SIG-0349,SIGNAL_AND_TELECOM,POINT_MACHINE,ALJN,131.39,DN,5.55,3.19,0.5,38685,0.0,5.0,16,0,94.1,237,15.54,CRITICAL,True,352,1,6
SIG-0350,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,227.48,UP,4.2,1.69,10.4,13512,0.0,5.0,7,0,76.0,421,97.0,LOW,False,31,0,354
SIG-0351,SIGNAL_AND_TELECOM,POINT_MACHINE,GZB,26.07,UP,4.76,2.51,12.7,11439,0.0,5.0,1,0,73.4,120,71.89,MEDIUM,False,336,0,263
SIG-0352,SIGNAL_AND_TELECOM,POINT_MACHINE,CNB,440.0,DN,4.87,2.76,9.2,24989,0.0,5.0,8,0,73.3,17,61.96,MEDIUM,True,318,0,228
SIG-0353,SIGNAL_AND_TELECOM,POINT_MACHINE,CNB,439.51,UP,3.93,1.95,20.9,3165,0.0,5.0,2,0,78.7,276,96.47,LOW,False,313,0,352
SIG-0354,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,NDLS,0.0,YARD,0.0,0.0,15.0,0,3.62,1.0,6,0,98.0,161,37.25,HIGH,True,355,1,13
SIG-0355,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,ALJN,131.06,DN,0.0,0.0,15.0,0,2.56,4.16,9,0,81.7,93,96.7,LOW,False,66,0,353
SIG-0356,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,439.04,DN,0.0,0.0,15.0,0,5.47,5.78,9,0,78.2,492,96.45,LOW,False,71,0,352
SIG-0357,SIGNAL_AND_TELECOM,POINT_MACHINE,DER,36.34,YARD,4.42,2.27,22.9,1965,0.0,5.0,10,0,77.8,648,82.64,LOW,False,296,0,302
SIG-0358,SIGNAL_AND_TELECOM,POINT_MACHINE,CNB,439.3,DN,5.08,2.97,7.0,32363,0.0,5.0,1,0,90.7,619,47.27,HIGH,True,312,1,17
SIG-0359,SIGNAL_AND_TELECOM,POINT_MACHINE,CNB,439.99,UP,5.15,2.43,7.0,30438,0.0,5.0,7,0,73.2,205,58.93,MEDIUM,True,30,0,217
SIG-0360,SIGNAL_AND_TELECOM,POINT_MACHINE,GZB,26.29,DN,4.54,2.44,10.6,7905,0.0,5.0,2,0,96.2,420,76.84,LOW,False,64,0,281
SIG-0361,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,NDLS,0.22,YARD,0.0,0.0,15.0,0,2.35,2.74,14,0,84.5,185,40.55,HIGH,True,289,1,14
SIG-0362,SIGNAL_AND_TELECOM,AXLE_COUNTER,PHD,357.21,UP,0.0,0.0,15.0,0,0.0,5.0,18,0,74.6,679,45.0,HIGH,True,319,1,16
SIG-0363,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,PHD,358.45,UP,0.0,0.0,15.0,0,6.31,4.98,2,0,78.7,663,82.25,LOW,False,355,0,301
SIG-0364,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,25.44,UP,0.0,0.0,15.0,0,3.94,5.84,13,0,70.7,27,94.55,LOW,False,109,0,345
SIG-0365,SIGNAL_AND_TELECOM,EI_SYSTEM,KRJ,83.56,YARD,0.0,0.0,15.0,0,0.0,5.0,16,2,91.8,559,100.0,LOW,False,15,0,365
SIG-0366,SIGNAL_AND_TELECOM,EI_SYSTEM,FZD,226.21,YARD,0.0,0.0,15.0,0,0.0,5.0,12,12,81.1,512,35.0,HIGH,True,185,1,13
SIG-0367,SIGNAL_AND_TELECOM,EI_SYSTEM,GZB,24.87,UP,0.0,0.0,15.0,0,0.0,5.0,16,14,91.2,490,35.0,HIGH,True,69,1,13
SIG-0368,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,24.42,DN,0.0,0.0,15.0,0,3.59,4.8,8,0,90.2,317,85.1,LOW,False,298,0,311
SIG-0369,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,KRJ,84.1,DN,0.0,0.0,15.0,0,4.57,2.21,17,0,73.7,614,69.75,LOW,False,205,0,256
SIG-0370,SIGNAL_AND_TELECOM,POINT_MACHINE,ETW,302.18,DN,4.2,2.54,15.3,5384,0.0,5.0,16,0,94.3,658,79.59,LOW,False,192,0,291
SIG-0371,SIGNAL_AND_TELECOM,POINT_MACHINE,DER,38.42,YARD,5.23,2.32,6.8,20934,0.0,5.0,17,0,76.5,258,59.71,MEDIUM,True,272,0,219
SIG-0372,SIGNAL_AND_TELECOM,AXLE_COUNTER,PHD,355.9,UP,0.0,0.0,15.0,0,0.0,5.0,15,0,89.0,644,100.0,LOW,False,49,0,365
SIG-0373,SIGNAL_AND_TELECOM,POINT_MACHINE,ALJN,129.98,YARD,6.2,2.72,5.9,31583,0.0,5.0,12,0,77.9,277,36.05,HIGH,True,58,1,13
SIG-0374,SIGNAL_AND_TELECOM,EI_SYSTEM,PHD,358.17,UP,0.0,0.0,15.0,0,0.0,5.0,16,6,73.1,352,70.0,LOW,False,165,0,257
SIG-0375,SIGNAL_AND_TELECOM,POINT_MACHINE,ETW,302.34,YARD,5.1,2.11,21.1,6541,0.0,5.0,16,0,94.7,429,76.21,LOW,False,89,0,279
SIG-0376,SIGNAL_AND_TELECOM,AXLE_COUNTER,CNB,440.0,YARD,0.0,0.0,15.0,0,0.0,5.0,16,0,73.7,606,45.0,HIGH,True,264,1,16
SIG-0377,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,357.63,UP,6.03,2.84,0.5,39874,0.0,5.0,5,0,71.3,520,17.03,CRITICAL,True,109,1,6
SIG-0378,SIGNAL_AND_TELECOM,POINT_MACHINE,KRJ,83.24,UP,5.01,2.58,5.5,30151,0.0,5.0,18,0,76.9,80,53.0,HIGH,True,204,1,19
SIG-0379,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,26.44,UP,0.0,0.0,15.0,0,5.46,6.59,18,0,84.1,439,63.05,LOW,True,339,0,231
SIG-0380,SIGNAL_AND_TELECOM,EI_SYSTEM,ALJN,130.78,DN,0.0,0.0,15.0,0,0.0,5.0,6,0,81.8,27,100.0,LOW,False,205,0,365
SIG-0381,SIGNAL_AND_TELECOM,AXLE_COUNTER,KRJ,83.74,YARD,0.0,0.0,15.0,0,0.0,5.0,18,0,86.7,636,45.0,HIGH,True,297,1,16
SIG-0382,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,25.38,DN,0.0,0.0,15.0,0,2.24,1.29,16,0,88.3,41,28.450000000000003,CRITICAL,True,131,1,10
SIG-0383,SIGNAL_AND_TELECOM,POINT_MACHINE,ALJN,130.28,UP,4.2,2.33,18.1,6614,0.0,5.0,10,0,78.3,602,84.53,LOW,False,294,0,309
SIG-0384,SIGNAL_AND_TELECOM,EI_SYSTEM,ETW,300.53,YARD,0.0,0.0,15.0,0,0.0,5.0,1,6,96.4,164,70.0,LOW,False,317,0,257
SIG-0385,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,438.86,DN,0.0,0.0,15.0,0,2.29,2.33,6,0,83.3,241,43.9,HIGH,True,222,1,16
SIG-0386,SIGNAL_AND_TELECOM,EI_SYSTEM,NDLS,0.62,YARD,0.0,0.0,15.0,0,0.0,5.0,12,7,90.1,22,70.0,LOW,False,338,0,257
SIG-0387,SIGNAL_AND_TELECOM,POINT_MACHINE,ALJN,132.25,UP,6.45,2.42,2.1,34985,0.0,5.0,6,0,76.3,657,31.71,CRITICAL,True,179,1,11
SIG-0388,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,24.85,YARD,0.0,0.0,15.0,0,4.57,6.21,12,0,81.9,285,97.6,LOW,False,48,0,356
SIG-0389,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,0.0,UP,6.13,3.57,6.1,44298,0.0,5.0,5,0,92.5,35,18.3,CRITICAL,True,166,1,7
SIG-0390,SIGNAL_AND_TELECOM,POINT_MACHINE,GZB,26.19,UP,4.67,2.46,16.5,3336,0.0,5.0,14,0,89.4,56,74.42,MEDIUM,False,307,0,272
SIG-0391,SIGNAL_AND_TELECOM,POINT_MACHINE,ALJN,130.26,DN,4.31,2.31,7.9,15717,0.0,5.0,13,0,73.4,196,77.05,LOW,False,305,0,282
SIG-0392,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,0.76,UP,4.48,2.47,4.8,20280,0.0,5.0,20,0,91.5,678,61.44,MEDIUM,True,35,0,226
SIG-0393,SIGNAL_AND_TELECOM,AXLE_COUNTER,GZB,25.68,UP,0.0,0.0,15.0,0,0.0,5.0,5,0,76.9,264,76.0,LOW,False,140,0,278
SIG-0394,SIGNAL_AND_TELECOM,AXLE_COUNTER,FZD,226.33,YARD,0.0,0.0,15.0,0,0.0,5.0,1,0,86.4,220,100.0,LOW,False,230,0,365
SIG-0395,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,FZD,227.37,YARD,0.0,0.0,15.0,0,3.66,4.39,17,0,71.6,188,71.3,LOW,False,174,0,261
SIG-0396,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,357.34,YARD,5.8,2.1,9.9,10211,0.0,5.0,12,0,75.3,400,65.64,MEDIUM,False,49,0,241
SIG-0397,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,208.12,UP,4.35,2.35,13.6,10983,0.0,5.0,13,0,75.4,127,81.81,LOW,False,356,0,299
SIG-0398,SIGNAL_AND_TELECOM,AXLE_COUNTER,ALJN,129.6,DN,0.0,0.0,15.0,0,0.0,5.0,14,0,94.3,274,45.0,HIGH,True,77,1,16
SIG-0399,SIGNAL_AND_TELECOM,EI_SYSTEM,ALJN,130.28,UP,0.0,0.0,15.0,0,0.0,5.0,14,8,80.1,231,70.0,LOW,False,71,0,257
SIG-0400,SIGNAL_AND_TELECOM,AXLE_COUNTER,TDL,209.2,UP,0.0,0.0,15.0,0,0.0,5.0,17,0,76.3,609,100.0,LOW,False,176,0,365
SIG-0401,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,207.88,YARD,5.04,2.36,10.4,24249,0.0,5.0,20,0,72.9,191,71.22,MEDIUM,False,241,0,261
SIG-0402,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,0.54,YARD,5.54,3.33,2.7,44410,0.0,5.0,13,0,87.4,303,19.0,CRITICAL,True,10,1,7
SIG-0403,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,TDL,208.29,UP,0.0,0.0,15.0,0,3.17,4.72,13,0,86.8,264,89.6,LOW,False,208,0,327
SIG-0404,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,357.18,UP,5.69,2.41,11.9,15081,0.0,5.0,9,0,78.5,72,60.3,MEDIUM,True,209,0,222
SIG-0405,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,207.82,DN,5.63,2.51,8.3,35322,0.0,5.0,9,0,72.6,415,53.74,HIGH,True,66,1,19
SIG-0406,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,ETW,300.08,DN,0.0,0.0,15.0,0,4.05,7.86,2,0,86.9,296,87.35,LOW,False,253,0,319
SIG-0407,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,24.37,UP,0.0,0.0,15.0,0,5.51,3.07,16,0,71.9,482,65.55,LOW,False,289,0,240
SIG-0408,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,PHD,356.08,YARD,0.0,0.0,15.0,0,1.82,2.94,17,0,90.7,599,18.299999999999997,CRITICAL,True,334,1,7
SIG-0409,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,0.0,DN,3.5,2.5,18.8,10892,0.0,5.0,15,0,99.0,281,83.53,LOW,False,92,0,305
SIG-0410,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,0.0,DN,5.21,2.51,2.8,25278,0.0,5.0,8,0,80.2,79,43.54,HIGH,True,306,1,15
SIG-0411,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,0.0,YARD,4.8,2.42,5.0,17345,0.0,5.0,3,0,90.3,362,58.41,MEDIUM,True,170,0,215
SIG-0412,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,1.29,UP,5.49,2.74,10.1,32718,0.0,5.0,19,0,85.0,52,55.53,MEDIUM,True,319,0,204
SIG-0413,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,225.02,DN,5.21,3.51,6.2,35039,0.0,5.0,10,0,95.4,239,30.45,CRITICAL,True,66,1,11
SIG-0414,SIGNAL_AND_TELECOM,POINT_MACHINE,GZB,24.66,YARD,4.21,1.76,16.0,4206,0.0,5.0,2,0,79.7,259,96.85,LOW,False,119,0,353
SIG-0415,SIGNAL_AND_TELECOM,AXLE_COUNTER,NDLS,0.0,YARD,0.0,0.0,15.0,0,0.0,5.0,18,0,89.8,292,92.0,LOW,False,46,0,336
SIG-0416,SIGNAL_AND_TELECOM,EI_SYSTEM,CNB,438.77,DN,0.0,0.0,15.0,0,0.0,5.0,19,3,74.7,568,100.0,LOW,False,251,0,365
SIG-0417,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,438.68,UP,0.0,0.0,15.0,0,3.86,3.73,10,0,82.3,552,87.75,LOW,False,245,0,320
SIG-0418,SIGNAL_AND_TELECOM,POINT_MACHINE,ETW,301.54,YARD,4.99,2.05,17.8,7457,0.0,5.0,5,0,73.9,553,79.27,LOW,False,148,0,290
SIG-0419,SIGNAL_AND_TELECOM,AXLE_COUNTER,PHD,355.7,UP,0.0,0.0,15.0,0,0.0,5.0,2,0,79.5,265,45.0,HIGH,True,262,1,16
SIG-0420,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,24.78,UP,0.0,0.0,15.0,0,1.95,3.1,12,0,73.3,591,52.45,HIGH,True,51,1,19
SIG-0421,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,356.34,UP,4.92,1.59,11.4,13041,0.0,5.0,12,0,72.0,576,86.2,LOW,False,60,0,315
SIG-0422,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,355.73,YARD,5.18,3.24,11.4,22095,0.0,5.0,1,0,75.9,379,48.42,HIGH,True,355,1,17
SIG-0423,SIGNAL_AND_TELECOM,AXLE_COUNTER,ALJN,131.48,YARD,0.0,0.0,15.0,0,0.0,5.0,10,0,76.1,481,80.0,LOW,False,9,0,293
SIG-0424,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,440.0,UP,0.0,0.0,15.0,0,3.01,2.26,16,0,86.7,592,64.55,LOW,True,309,0,237
SIG-0425,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,CNB,439.74,DN,0.0,0.0,15.0,0,2.74,7.76,8,0,79.0,611,94.0,LOW,False,120,0,343
SIG-0426,SIGNAL_AND_TELECOM,POINT_MACHINE,NDLS,0.0,DN,4.31,2.36,12.5,8502,0.0,5.0,4,0,73.5,488,82.17,LOW,False,47,0,300
SIG-0427,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,209.32,UP,5.95,2.75,10.4,29046,0.0,5.0,15,0,85.9,68,48.4,HIGH,True,46,1,17
SIG-0428,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,226.38,YARD,4.6,2.02,16.6,3490,0.0,5.0,5,0,97.8,241,85.82,LOW,False,278,0,313
SIG-0429,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,225.29,YARD,5.86,3.36,4.9,35418,0.0,5.0,10,0,87.7,294,20.09,CRITICAL,True,30,1,7
SIG-0430,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,TDL,208.5,UP,0.0,0.0,15.0,0,2.75,7.14,4,0,98.2,112,96.7,LOW,False,66,0,353
SIG-0431,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,356.2,YARD,5.11,3.06,10.1,23582,0.0,5.0,18,0,91.1,397,53.7,HIGH,True,232,1,19
SIG-0432,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,GZB,23.86,UP,0.0,0.0,15.0,0,6.18,2.87,19,0,82.5,454,63.099999999999994,LOW,True,338,0,232
SIG-0433,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,ALJN,129.65,DN,0.0,0.0,15.0,0,5.78,1.16,3,0,75.7,376,43.65,HIGH,True,227,1,16
